日期,批发价
2023-05-01 00:00:00,0.14588152487166292
2023-05-02 00:00:00,0.1457560592422169
2023-05-03 00:00:00,0.145672039001873
2023-05-04 00:00:00,0.14553318679627414
2023-05-05 00:00:00,0.1453984959130491
2023-05-06 00:00:00,0.14528549868963014
2023-05-07 00:00:00,0.14516043679930762
2023-05-08 00:00:00,0.14503280885980824
2023-05-09 00:00:00,0.1449103806459904
2023-05-10 00:00:00,0.14478722364542598
2023-05-11 00:00:00,0.14466200666292675
2023-05-12 00:00:00,0.1445381678021925
2023-05-13 00:00:00,0.1444144035835567
2023-05-14 00:00:00,0.14429017521666335
2023-05-15 00:00:00,0.1441660349518359
2023-05-16 00:00:00,0.14404209551469163
2023-05-17 00:00:00,0.14391799806079555
2023-05-18 00:00:00,0.14379391522981796
2023-05-19 00:00:00,0.14366986934962309
2023-05-20 00:00:00,0.14354581566158853
2023-05-21 00:00:00,0.1434217411675222
2023-05-22 00:00:00,0.1432976852252361
2023-05-23 00:00:00,0.1431736249464713
2023-05-24 00:00:00,0.14304956250840645
2023-05-25 00:00:00,0.14292550034466744
2023-05-26 00:00:00,0.14280144056868163
2023-05-27 00:00:00,0.14267737851518902
2023-05-28 00:00:00,0.14255331729915002
2023-05-29 00:00:00,0.14242925605103174
2023-05-30 00:00:00,0.14230519489291368
2023-05-31 00:00:00,0.14218113342305505
