日期,批发价
2023-05-01 00:00:00,0.03843804551328296
2023-05-02 00:00:00,0.03888807819233233
2023-05-03 00:00:00,0.0391068331913303
2023-05-04 00:00:00,0.038983227461614575
2023-05-05 00:00:00,0.03925594364319066
2023-05-06 00:00:00,0.03932075397291291
2023-05-07 00:00:00,0.039405508045334395
2023-05-08 00:00:00,0.03955821047631051
2023-05-09 00:00:00,0.039642929325392894
2023-05-10 00:00:00,0.03975951966816015
2023-05-11 00:00:00,0.03987602512391475
2023-05-12 00:00:00,0.03997949903719446
2023-05-13 00:00:00,0.04009447326395703
2023-05-14 00:00:00,0.0402046881338207
2023-05-15 00:00:00,0.0403143612085556
2023-05-16 00:00:00,0.04042646811278738
2023-05-17 00:00:00,0.04053665648372441
2023-05-18 00:00:00,0.04064753197599241
2023-05-19 00:00:00,0.04075859186665671
2023-05-20 00:00:00,0.04086920696127666
2023-05-21 00:00:00,0.04098013756766902
2023-05-22 00:00:00,0.04109097349010522
2023-05-23 00:00:00,0.041201762972270684
2023-05-24 00:00:00,0.041312632249527206
2023-05-25 00:00:00,0.041423450418715535
2023-05-26 00:00:00,0.041534280740364984
2023-05-27 00:00:00,0.04164512138675253
2023-05-28 00:00:00,0.0417559479518861
2023-05-29 00:00:00,0.04186678266023336
2023-05-30 00:00:00,0.04197761599452925
2023-05-31 00:00:00,0.042088447189081904
