日期,批发价
2023-06-01 00:00:00,0.14205707233436343
2023-06-02 00:00:00,0.14193301099479605
2023-06-03 00:00:00,0.14180894973394845
2023-06-04 00:00:00,0.1416848884666052
2023-06-05 00:00:00,0.14156082723760335
2023-06-06 00:00:00,0.14143676591988236
2023-06-07 00:00:00,0.14131270469421808
2023-06-08 00:00:00,0.14118864341585424
2023-06-09 00:00:00,0.14106458215107825
2023-06-10 00:00:00,0.14094052088357173
2023-06-11 00:00:00,0.1408164596296968
2023-06-12 00:00:00,0.14069239835178976
2023-06-13 00:00:00,0.14056833709543112
2023-06-14 00:00:00,0.1404442758283532
2023-06-15 00:00:00,0.14032021456359464
2023-06-16 00:00:00,0.14019615329757992
2023-06-17 00:00:00,0.14007209203592888
2023-06-18 00:00:00,0.13994803076802753
2023-06-19 00:00:00,0.13982396950502296
2023-06-20 00:00:00,0.1396999082399048
2023-06-21 00:00:00,0.1395758469752092
2023-06-22 00:00:00,0.13945178571000322
2023-06-23 00:00:00,0.13932772444609726
2023-06-24 00:00:00,0.13920366318062183
2023-06-25 00:00:00,0.13907960191622792
2023-06-26 00:00:00,0.13895554065142832
2023-06-27 00:00:00,0.13883147938672138
2023-06-28 00:00:00,0.13870741812183002
2023-06-29 00:00:00,0.1385833568573055
2023-06-30 00:00:00,0.13845929559239908
