日期,批发价
2023-05-01 00:00:00,0.0548144102090236
2023-05-02 00:00:00,0.05496708194680139
2023-05-03 00:00:00,0.05581244056303877
2023-05-04 00:00:00,0.0555950508800951
2023-05-05 00:00:00,0.05559064458238624
2023-05-06 00:00:00,0.0559342799359613
2023-05-07 00:00:00,0.05602216150704827
2023-05-08 00:00:00,0.05608460847713872
2023-05-09 00:00:00,0.05626732066982437
2023-05-10 00:00:00,0.05640353719998546
2023-05-11 00:00:00,0.05651102818783356
2023-05-12 00:00:00,0.05665185668578917
2023-05-13 00:00:00,0.05678896288439493
2023-05-14 00:00:00,0.05691374278197307
2023-05-15 00:00:00,0.057045964717022675
2023-05-16 00:00:00,0.05717985663513569
2023-05-17 00:00:00,0.05730980635810369
2023-05-18 00:00:00,0.057440926520887656
2023-05-19 00:00:00,0.05757315663710047
2023-05-20 00:00:00,0.05770436338986855
2023-05-21 00:00:00,0.05783558791677822
2023-05-22 00:00:00,0.05796723675834312
2023-05-23 00:00:00,0.05809867608976929
2023-05-24 00:00:00,0.05823003571694357
2023-05-25 00:00:00,0.05836152188798405
2023-05-26 00:00:00,0.05849298152483593
2023-05-27 00:00:00,0.05862440027834333
2023-05-28 00:00:00,0.05875584971541973
2023-05-29 00:00:00,0.05888730183507826
2023-05-30 00:00:00,0.05901873970175419
2023-05-31 00:00:00,0.05915018321906105
