日期,批发价
2023-05-01 00:00:00,0.027596749042138834
2023-05-02 00:00:00,0.027613522581675393
2023-05-03 00:00:00,0.027720472660295963
2023-05-04 00:00:00,0.027739279700299393
2023-05-05 00:00:00,0.027844242134328588
2023-05-06 00:00:00,0.027864991997107815
2023-05-07 00:00:00,0.027968055419435155
2023-05-08 00:00:00,0.02799066147079149
2023-05-09 00:00:00,0.02809191056199574
2023-05-10 00:00:00,0.028116290030915793
2023-05-11 00:00:00,0.02821580569550608
2023-05-12 00:00:00,0.0282418795018949
2023-05-13 00:00:00,0.028339739036692926
2023-05-14 00:00:00,0.02836743162678888
2023-05-15 00:00:00,0.028463708881802604
2023-05-16 00:00:00,0.02849294807093138
2023-05-17 00:00:00,0.028587713603055093
2023-05-18 00:00:00,0.028618430425395632
2023-05-19 00:00:00,0.028711751645256207
2023-05-20 00:00:00,0.028743880210305862
2023-05-21 00:00:00,0.028835821522560857
2023-05-22 00:00:00,0.028869298878001035
2023-05-23 00:00:00,0.028959921815380638
2023-05-24 00:00:00,0.028994687816057522
2023-05-25 00:00:00,0.029084051167429313
2023-05-26 00:00:00,0.02912004835017701
2023-05-27 00:00:00,0.029208208282900067
2023-05-28 00:00:00,0.0292453817469456
2023-05-29 00:00:00,0.029332391923768585
2023-05-30 00:00:00,0.029370689216469882
2023-05-31 00:00:00,0.02945660090721644
