日期,批发价
2023-06-01 00:00:00,0.054399011286592955
2023-06-02 00:00:00,0.05450630789069655
2023-06-03 00:00:00,0.05461360441924773
2023-06-04 00:00:00,0.054720900796690786
2023-06-05 00:00:00,0.05482819730710376
2023-06-06 00:00:00,0.05493549382718066
2023-06-07 00:00:00,0.055042790264156954
2023-06-08 00:00:00,0.05515008674444464
2023-06-09 00:00:00,0.055257383247604305
2023-06-10 00:00:00,0.055364679712080735
2023-06-11 00:00:00,0.05547197618602231
2023-06-12 00:00:00,0.055579272676909715
2023-06-13 00:00:00,0.05568656915230764
2023-06-14 00:00:00,0.055793865626962036
2023-06-15 00:00:00,0.05590116211107163
2023-06-16 00:00:00,0.056008458590045974
2023-06-17 00:00:00,0.056115755066540006
2023-06-18 00:00:00,0.0562230515474842
2023-06-19 00:00:00,0.05633034802725166
2023-06-20 00:00:00,0.05643764450512139
2023-06-21 00:00:00,0.05654494098479373
2023-06-22 00:00:00,0.05665223746450931
2023-06-23 00:00:00,0.05675953394315002
2023-06-24 00:00:00,0.05686683042239853
2023-06-25 00:00:00,0.056974126901914855
2023-06-26 00:00:00,0.057081423380919635
2023-06-27 00:00:00,0.05718871986006975
2023-06-28 00:00:00,0.05729601633943208
2023-06-29 00:00:00,0.05740331281858482
2023-06-30 00:00:00,0.05751060929773745
