日期,批发价
2023-06-01 00:00:00,0.02954311973198439
2023-06-02 00:00:00,0.029587826877409025
2023-06-03 00:00:00,0.029670057135144416
2023-06-04 00:00:00,0.029728681356918734
2023-06-05 00:00:00,0.02980215629068039
2023-06-06 00:00:00,0.02986628854416762
2023-06-07 00:00:00,0.02993629833906731
2023-06-08 00:00:00,0.0300026105341305
2023-06-09 00:00:00,0.030071248913492776
2023-06-10 00:00:00,0.030138423875061732
2023-06-11 00:00:00,0.030206519482358824
2023-06-12 00:00:00,0.030274035905392474
2023-06-13 00:00:00,0.03034191669704346
2023-06-14 00:00:00,0.030409568262008434
2023-06-15 00:00:00,0.030477364034984418
2023-06-16 00:00:00,0.030545069085755227
2023-06-17 00:00:00,0.030612831210460097
2023-06-18 00:00:00,0.030680557429578866
2023-06-19 00:00:00,0.030748306237137254
2023-06-20 00:00:00,0.030816040834160185
2023-06-21 00:00:00,0.03088378437112414
2023-06-22 00:00:00,0.030951522283912583
2023-06-23 00:00:00,0.031019263734906714
2023-06-24 00:00:00,0.03108700295999245
2023-06-25 00:00:00,0.03115474358541175
2023-06-26 00:00:00,0.031222483329872024
2023-06-27 00:00:00,0.03129022362854939
2023-06-28 00:00:00,0.03135796357856516
2023-06-29 00:00:00,0.03142570374792623
2023-06-30 00:00:00,0.03149344377929573
