价格（元）,销售重量（kg）
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.4,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0,0.0
6.0393443,0.0
6.0409093,0.0
6.0416665,0.0
6.05,0.0
6.0545454,0.0
6.070588,0.0
6.071642,0.0
6.072,0.0
6.0804877,0.0
6.0915256,0.0
6.8,0.0
6.875,0.0
6.9,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.018868,0.0
7.2,0.0
7.2,0.0
7.6,0.0
7.6190476,0.0
7.6666665,0.0
7.6842103,0.0
7.6969695,0.0
7.7,0.0
7.7222223,0.0
7.7222223,0.0
7.724138,0.0
7.733333,0.0
7.734694,0.0
7.769231,0.0
7.7755103,0.0
7.7846155,0.0
7.8024693,0.0
7.818182,0.0
7.8235292,0.0
7.8378377,0.0
7.866667,0.0
7.882353,0.0
7.888889,0.0
7.894737,0.0
7.9016395,0.0
7.9130435,0.0
7.935484,0.0
7.9402986,0.0
7.9411764,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.0,3.0239883359363664
8.119403,3.0239883359363664
8.2,3.0239883359363664
8.341463,3.0239883359363664
9.0,3.0239883359363664
9.0,3.0239883359363664
9.0,3.0239883359363664
9.0,3.0239883359363664
9.0,3.0239883359363664
9.0,3.0239883359363664
9.921951,3.0239883359363664
9.972727,3.0239883359363664
10.0,3.0239883359363664
10.0,3.0239883359363664
10.0,3.0239883359363664
10.0,3.0239883359363664
10.0,3.0239883359363664
10.303798,3.0239883359363664
11.0,3.0239883359363664
11.0,3.0239883359363664
11.0,3.0239883359363664
