日期,value
2020-07-01,0.014200983038243522
2020-07-02,0.013535121171691778
2020-07-03,0.011873021503546145
2020-07-04,0.017127075189165605
2020-07-05,0.013025910003610664
2020-07-06,0.012560619946530153
2020-07-07,0.011530954050284667
2020-07-08,0.014646600131901335
2020-07-09,0.014754857551765444
2020-07-10,0.015467186209352132
2020-07-11,0.016130190458231188
2020-07-12,0.014816592200968435
2020-07-13,0.012321351573031462
2020-07-14,0.013625045377926465
2020-07-15,0.010694428741430053
2020-07-16,0.011993872173343557
2020-07-17,0.010787076526025247
2020-07-18,0.014464823648616116
2020-07-19,0.014472920027514862
2020-07-20,0.010459057450547217
2020-07-21,0.013286965865090032
2020-07-22,0.011711915407366436
2020-07-23,0.012552506853442724
2020-07-24,0.01074358379033654
2020-07-25,0.017305170323929118
2020-07-26,0.016411535258947084
2020-07-27,0.013322909529631128
2020-07-28,0.012366276168009945
2020-07-29,0.010592905773960173
2020-07-30,0.009801996299632468
2020-07-31,0.012154298482902687
2020-08-01,0.015294727157007712
2020-08-02,0.01547008369352076
2020-08-03,0.015595865277153715
2020-08-04,0.013245166072159998
2020-08-05,0.014565770174503806
2020-08-06,0.013459359907401866
2020-08-07,0.014241792204043903
2020-08-08,0.01599122482272471
2020-08-09,0.016108692050938515
2020-08-10,0.015571394161757663
2020-08-11,0.01540067286484199
2020-08-12,0.014440563081543002
2020-08-13,0.012834367335996933
2020-08-14,0.015213994490851084
2020-08-15,0.014978865764129433
2020-08-16,0.013793230368884352
2020-08-17,0.012945577221777492
2020-08-18,0.012630977170236094
2020-08-19,0.012970347907954791
2020-08-20,0.010274188943170687
2020-08-21,0.012816213257323263
2020-08-22,0.014524650875286605
2020-08-23,0.017329102441394434
2020-08-24,0.014607163102753451
2020-08-25,0.009762248634641212
2020-08-26,0.01678193087860147
2020-08-27,0.016034911520144225
2020-08-28,0.01317537711802401
2020-08-29,0.01817991142798471
2020-08-30,0.01648537074961657
2020-08-31,0.013057529414545443
2020-09-01,0.013868337954763808
2020-09-02,0.010415143593717598
2020-09-03,0.009424954415909395
2020-09-04,0.01176840612738645
2020-09-05,0.012891170204869127
2020-09-06,0.014258729260984624
2020-09-07,0.0114794710363315
2020-09-08,0.010002280813074345
2020-09-09,0.009977712554023719
2020-09-10,0.013951305864061736
2020-09-11,0.011672824725761297
2020-09-12,0.013316679452047205
2020-09-13,0.012570118018726881
2020-09-14,0.01468429355012404
2020-09-15,0.012078971616525836
2020-09-16,0.016080527580954466
2020-09-17,0.012034838668299165
2020-09-18,0.013465009887246807
2020-09-19,0.01445248140295432
2020-09-20,0.011906232478165886
2020-09-21,0.01027604849891927
2020-09-22,0.0144859786447362
2020-09-23,0.013993974074632265
2020-09-24,0.013533678847347692
2020-09-25,0.016439996715799144
2020-09-26,0.017435319513893835
2020-09-27,0.015918441618555632
2020-09-28,0.011571824355981532
2020-09-29,0.01304191956913484
2020-09-30,0.013946577499149324
2020-10-01,0.01739705444314611
2020-10-02,0.014483076653857797
2020-10-03,0.016765815712237037
2020-10-04,0.012289187951249059
2020-10-05,0.015614861519066449
2020-10-06,0.014313966350762701
2020-10-07,0.013213033431888224
2020-10-08,0.014203904325185888
2020-10-09,0.01886290465710375
2020-10-10,0.01685391997052372
2020-10-11,0.016143779784325116
2020-10-12,0.01282469699178197
2020-10-13,0.009329784684921393
2020-10-14,0.011946471359500261
2020-10-15,0.011906713225309597
2020-10-16,0.015452764221251993
2020-10-17,0.0168160298744783
2020-10-18,0.013947717782759125
2020-10-19,0.012312689826094892
2020-10-20,0.01215567935670467
2020-10-21,0.007134589070256596
2020-10-22,0.010293261047549141
2020-10-23,0.01779217526847018
2020-10-24,0.015889513825858504
2020-10-25,0.01185274894331452
2020-10-26,0.01086312626247269
2020-10-27,0.010276832326546574
2020-10-28,0.010261611038728987
2020-10-29,0.008904104439357387
2020-10-30,0.01364689048574113
2020-10-31,0.01395774672525845
2020-11-01,0.013100529074128115
2020-11-02,0.007602563053401324
2020-11-03,0.009637031136125691
2020-11-04,0.011478046722204129
2020-11-05,0.012498593134604389
2020-11-06,0.012413238707013939
2020-11-07,0.01374542746361009
2020-11-08,0.013726275312670741
2020-11-09,0.010702503156507085
2020-11-10,0.007391294638473642
2020-11-11,0.010685139230583755
2020-11-12,0.009967280669664952
2020-11-13,0.015447441943914585
2020-11-14,0.013851386408870901
2020-11-15,0.012621687344765039
2020-11-16,0.011164000764852385
2020-11-17,0.010719736346082219
2020-11-18,0.00955372174733314
2020-11-19,0.009439782817595768
2020-11-20,0.007214794066930742
2020-11-21,0.010335656583506337
2020-11-22,0.009454557733379313
