销售日期,单品编码,销量(千克)
2020-07-01,102900011034026,0.0
2020-08-01,102900011034026,0.0
2020-09-01,102900011034026,0.0
2020-10-01,102900011034026,0.0
2020-11-01,102900011034026,0.0
2020-12-01,102900011034026,0.0
2021-01-01,102900011034026,0.0
2021-02-01,102900011034026,0.0
2021-03-01,102900011034026,0.0
2021-04-01,102900011034026,0.0
2021-05-01,102900011034026,0.0
2021-06-01,102900011034026,0.0
2021-07-01,102900011034026,0.0
2021-08-01,102900011034026,0.0
2021-09-01,102900011034026,0.0
2021-10-01,102900011034026,0.0
2021-11-01,102900011034026,0.0
2021-12-01,102900011034026,0.0
2022-01-01,102900011034026,0.0
2022-02-01,102900011034026,0.0
2022-03-01,102900011034026,0.0
2022-04-01,102900011034026,0.0
2022-05-01,102900011034026,0.0
2022-06-01,102900011034026,39.374
2022-07-01,102900011034026,336.066
2022-08-01,102900011034026,799.098
2022-09-01,102900011034026,748.04
2022-10-01,102900011034026,725.849
2022-11-01,102900011034026,591.505
2022-12-01,102900011034026,561.422
2023-01-01,102900011034026,495.326
2023-02-01,102900011034026,368.597
2023-03-01,102900011034026,430.923
2023-04-01,102900011034026,274.269
2023-05-01,102900011034026,359.454
2023-06-01,102900011034026,95.668
